,SHOW,SEASON,CONTESTANT,variable,value,WINNER,R1,R
157,Bachelorette,5,05_MICHAEL_S,ELIMINATION-1,,0,0,0
158,Bachelorette,5,05_JAKE_P,ELIMINATION-1,,0,0,0
159,Bachelorette,5,05_TANNER_P,ELIMINATION-1,,0,0,0
160,Bachelorette,5,05_ROBBY_D,ELIMINATION-1,,0,0,0
161,Bachelorette,5,05_MARK_H,ELIMINATION-1,,0,0,0
162,Bachelorette,5,05_DAVID_G,ELIMINATION-1,R1,0,1,0
163,Bachelorette,5,05_JUAN_B,ELIMINATION-1,,0,0,0
164,Bachelorette,5,05_MIKE_S,ELIMINATION-1,,0,0,0
165,Bachelorette,5,05_BRAD_S,ELIMINATION-1,,0,0,0
166,Bachelorette,5,05_TANNER_F,ELIMINATION-1,,0,0,0
167,Bachelorette,5,05_SASHA_P,ELIMINATION-1,,0,0,0
168,Bachelorette,5,05_BRIAN_D,ELIMINATION-1,,0,0,0
169,Bachelorette,5,05_JULIEN_H,ELIMINATION-1,,0,0,0
170,Bachelorette,5,05_MATHUE_J,ELIMINATION-1,,0,0,0
171,Bachelorette,5,05_SIMON_A,ELIMINATION-1,,0,0,0
172,Bachelorette,5,05_ADAM_D,ELIMINATION-1,E,0,0,0
173,Bachelorette,5,05_BRIAN_V,ELIMINATION-1,E,0,0,0
174,Bachelorette,5,05_BRYCE_H,ELIMINATION-1,E,0,0,0
175,Bachelorette,5,05_CALEB_K,ELIMINATION-1,E,0,0,0
176,Bachelorette,5,05_GREG_B,ELIMINATION-1,E,0,0,0
177,Bachelorette,5,05_JOHN_H,ELIMINATION-1,E,0,0,0
178,Bachelorette,5,05_JOHN_P,ELIMINATION-1,E,0,0,0
179,Bachelorette,5,05_JOSH_Y,ELIMINATION-1,E,0,0,0
180,Bachelorette,5,05_KYLE_Y,ELIMINATION-1,E,0,0,0
181,Bachelorette,5,05_STEPHEN_R,ELIMINATION-1,E,0,0,0
182,Bachelorette,4,04_JESSE_C,ELIMINATION-1,R1,1,1,0
183,Bachelorette,4,04_JASON_M,ELIMINATION-1,,0,0,0
184,Bachelorette,4,04_JEREMY_A,ELIMINATION-1,R1,0,1,0
185,Bachelorette,4,04_GRAHAM_B,ELIMINATION-1,,0,0,0
186,Bachelorette,4,04_SEAN_R,ELIMINATION-1,,0,0,0
187,Bachelorette,4,04_BLAINE_T,ELIMINATION-1,,0,0,0
188,Bachelorette,4,04_FREDERICK_G,ELIMINATION-1,,0,0,0
189,Bachelorette,4,04_ROBERT_F,ELIMINATION-1,,0,0,0
190,Bachelorette,4,04_PAUL_B,ELIMINATION-1,,0,0,0
191,Bachelorette,4,04_RONALD_M,ELIMINATION-1,,0,0,0
192,Bachelorette,4,04_RICHARD_M,ELIMINATION-1,R1,0,1,0
193,Bachelorette,4,04_CHRISTOPHER_B,ELIMINATION-1,,0,0,0
194,Bachelorette,4,04_ERIC_P,ELIMINATION-1,,0,0,0
195,Bachelorette,4,04_RYAN_H,ELIMINATION-1,,0,0,0
196,Bachelorette,4,04_BRIAN_W,ELIMINATION-1,E,0,0,0
197,Bachelorette,4,04_BRIAN_W,ELIMINATION-1,E,0,0,0
198,Bachelorette,4,04_CHANDLER_F,ELIMINATION-1,E,0,0,0
199,Bachelorette,4,04_DONATO_C,ELIMINATION-1,E,0,0,0
200,Bachelorette,4,04_GREGORY_M,ELIMINATION-1,E,0,0,0
201,Bachelorette,4,04_JEFFREY_H,ELIMINATION-1,E,0,0,0
202,Bachelorette,4,04_JONATHAN_K,ELIMINATION-1,E,0,0,0
203,Bachelorette,4,04_LUKE_H,ELIMINATION-1,E,0,0,0
204,Bachelorette,4,04_PATRICK_C,ELIMINATION-1,E,0,0,0
205,Bachelorette,4,04_PATRICK_D,ELIMINATION-1,E,0,0,0
206,Bachelorette,4,04_SPERO_S,ELIMINATION-1,E,0,0,0
207,Bachelorette,12,12_JORDAN_R,ELIMINATION-2,,1,0,0
208,Bachelorette,12,12_ROBBY_H,ELIMINATION-2,,0,0,0
209,Bachelorette,12,12_CHASE_M,ELIMINATION-2,,0,0,0
210,Bachelorette,12,12_LUKE_P,ELIMINATION-2,,0,0,0
211,Bachelorette,12,12_JAMES_T,ELIMINATION-2,R,0,0,1
212,Bachelorette,12,12_ALEX_W,ELIMINATION-2,,0,0,0
213,Bachelorette,12,12_DEREK_P,ELIMINATION-2,R,0,0,1
214,Bachelorette,12,12_WELLS_A,ELIMINATION-2,R,0,0,1
215,Bachelorette,12,12_VINCENT_V,ELIMINATION-2,,0,0,0
216,Bachelorette,12,12_GRANT_K,ELIMINATION-2,,0,0,0
217,Bachelorette,12,12_EVAN_B,ELIMINATION-2,,0,0,0
218,Bachelorette,12,12_JAMES_F,ELIMINATION-2,,0,0,0
219,Bachelorette,12,12_DANIEL_M,ELIMINATION-2,,0,0,0
220,Bachelorette,12,12_CHAD_J,ELIMINATION-2,,0,0,0
221,Bachelorette,12,12_NICK_B,ELIMINATION-2,,0,0,0
222,Bachelorette,12,12_CHRISTIAN_B,ELIMINATION-2,,0,0,0
223,Bachelorette,12,12_ALI_Z,ELIMINATION-2,,0,0,0
224,Bachelorette,12,12_WILL_H,ELIMINATION-2,E,0,0,0
225,Bachelorette,12,12_JAMES_S,ELIMINATION-2,E,0,0,0
226,Bachelorette,12,12_BRANDON_H,ELIMINATION-2,E,0,0,0
227,Bachelorette,12,12_SAL_D,ELIMINATION-2,,0,0,0
228,Bachelorette,12,12_PETER_M,ELIMINATION-2,,0,0,0
229,Bachelorette,12,12_NICK_S,ELIMINATION-2,,0,0,0
230,Bachelorette,12,12_JONATHAN_H,ELIMINATION-2,,0,0,0
231,Bachelorette,12,12_JAKE_P,ELIMINATION-2,,0,0,0
232,Bachelorette,12,12_COLEY_K,ELIMINATION-2,,0,0,0
233,Bachelorette,11,11_SHAWN_B,ELIMINATION-2,,1,0,0
234,Bachelorette,11,11_NICK_V,ELIMINATION-2,,0,0,0
235,Bachelorette,11,11_BEN_H,ELIMINATION-2,,0,0,0
236,Bachelorette,11,11_JARED_H,ELIMINATION-2,,0,0,0
237,Bachelorette,11,11_JOE_B,ELIMINATION-2,,0,0,0
238,Bachelorette,11,11_CHRIS_S,ELIMINATION-2,,0,0,0
239,Bachelorette,11,11_BEN_Z,ELIMINATION-2,R,0,0,1
240,Bachelorette,11,11_TANNER_T,ELIMINATION-2,,0,0,0
241,Bachelorette,11,11_JJ_L,ELIMINATION-2,R,0,0,1
242,Bachelorette,11,11_JOSHUA_A,ELIMINATION-2,,0,0,0
243,Bachelorette,11,11_JUSTIN_R,ELIMINATION-2,,0,0,0
244,Bachelorette,11,11_IAN_T,ELIMINATION-2,,0,0,0
245,Bachelorette,11,11_COREY_S,ELIMINATION-2,,0,0,0
246,Bachelorette,11,11_JONATHAN_H,ELIMINATION-2,,0,0,0
247,Bachelorette,11,11_RYAN_B,ELIMINATION-2,,0,0,0
248,Bachelorette,11,11_CLINT_A,ELIMINATION-2,R,0,0,1
249,Bachelorette,11,11_TONY_H,ELIMINATION-2,,0,0,0
250,Bachelorette,11,11_CORY_S,ELIMINATION-2,E,0,0,0
251,Bachelorette,11,11_DANIEL_F,ELIMINATION-2,E,0,0,0
252,Bachelorette,11,11_KUPAH_J,ELIMINATION-2,EU,0,0,0
253,Bachelorette,11,11_BRADLEY_C,ELIMINATION-2,,0,0,0
254,Bachelorette,11,11_DAVID_X,ELIMINATION-2,,0,0,0
255,Bachelorette,11,11_JOSH_S,ELIMINATION-2,,0,0,0
256,Bachelorette,11,11_SHAWN_E,ELIMINATION-2,,0,0,0
257,Bachelorette,11,11_BRADY_T,ELIMINATION-2,,0,0,0
258,Bachelorette,11,11_RYAN_M,ELIMINATION-2,,0,0,0
259,Bachelorette,10,10_JOSH_M,ELIMINATION-2,,1,0,0
260,Bachelorette,10,10_NICK_V,ELIMINATION-2,,0,0,0
261,Bachelorette,10,10_CHRIS_S,ELIMINATION-2,R,0,0,1
262,Bachelorette,10,10_MARCUS_G,ELIMINATION-2,R,0,0,1
263,Bachelorette,10,10_BRIAN_O,ELIMINATION-2,,0,0,0
264,Bachelorette,10,10_DYLAN_P,ELIMINATION-2,,0,0,0
265,Bachelorette,10,10_JJ_O,ELIMINATION-2,,0,0,0
266,Bachelorette,10,10_CODY_S,ELIMINATION-2,,0,0,0
267,Bachelorette,10,10_ANDREW_P,ELIMINATION-2,,0,0,0
268,Bachelorette,10,10_MARQUEL_M,ELIMINATION-2,,0,0,0
269,Bachelorette,10,10_PATRICK_J,ELIMINATION-2,,0,0,0
270,Bachelorette,10,10_TASOS_H,ELIMINATION-2,,0,0,0
271,Bachelorette,10,10_ERIC_H,ELIMINATION-2,R,0,0,1
272,Bachelorette,10,10_BRADLEY_W,ELIMINATION-2,,0,0,0
273,Bachelorette,10,10_BRETT_M,ELIMINATION-2,,0,0,0
274,Bachelorette,10,10_RON_W,ELIMINATION-2,,0,0,0
275,Bachelorette,10,10_CARL_K,ELIMINATION-2,E,0,0,0
276,Bachelorette,10,10_CRAIG_M,ELIMINATION-2,E,0,0,0
277,Bachelorette,10,10_NICK_S,ELIMINATION-2,E,0,0,0
278,Bachelorette,10,10_EMIL_S,ELIMINATION-2,,0,0,0
279,Bachelorette,10,10_JASON_L,ELIMINATION-2,,0,0,0
280,Bachelorette,10,10_JOSH_B,ELIMINATION-2,,0,0,0
281,Bachelorette,10,10_MIKE_C,ELIMINATION-2,,0,0,0
282,Bachelorette,10,10_RUDIE_D,ELIMINATION-2,,0,0,0
283,Bachelorette,10,10_STEVEN_W,ELIMINATION-2,,0,0,0
284,Bachelorette,9,09_CHRIS_S,ELIMINATION-2,,1,0,0
285,Bachelorette,9,09_DREW_K,ELIMINATION-2,,0,0,0
286,Bachelorette,9,09_BROOKS_F,ELIMINATION-2,R,0,0,1
287,Bachelorette,9,09_ZAK_W,ELIMINATION-2,,0,0,0
288,Bachelorette,9,09_MICHAEL_G,ELIMINATION-2,,0,0,0
289,Bachelorette,9,09_JAMES_C,ELIMINATION-2,,0,0,0
290,Bachelorette,9,09_JUAN_G,ELIMINATION-2,,0,0,0
291,Bachelorette,9,09_KASEY_S,ELIMINATION-2,,0,0,0
292,Bachelorette,9,09_MIKEY_T,ELIMINATION-2,,0,0,0
293,Bachelorette,9,09_BEN_S,ELIMINATION-2,R,0,0,1
294,Bachelorette,9,09_BRYDEN_V,ELIMINATION-2,R,0,0,1
295,Bachelorette,9,09_ZACK_K,ELIMINATION-2,,0,0,0
296,Bachelorette,9,09_BRAD_M,ELIMINATION-2,,0,0,0
297,Bachelorette,9,09_BRANDON_A,ELIMINATION-2,,0,0,0
298,Bachelorette,9,09_DAN_C,ELIMINATION-2,,0,0,0
299,Bachelorette,9,09_BRIAN_J,ELIMINATION-2,,0,0,0
300,Bachelorette,9,09_NICK_M,ELIMINATION-2,E,0,0,0
301,Bachelorette,9,09_ROBERT_G,ELIMINATION-2,E,0,0,0
302,Bachelorette,9,09_WILL_R,ELIMINATION-2,E,0,0,0
303,Bachelorette,9,09_DIOGO_C,ELIMINATION-2,,0,0,0
304,Bachelorette,9,09_LARRY_B,ELIMINATION-2,,0,0,0
305,Bachelorette,9,09_MICAH_X,ELIMINATION-2,,0,0,0
306,Bachelorette,9,09_MIKE_X,ELIMINATION-2,,0,0,0
307,Bachelorette,9,09_NICK_R,ELIMINATION-2,,0,0,0
308,Bachelorette,9,09_JONATHAN_V,ELIMINATION-2,,0,0,0
309,Bachelorette,8,08_JEF_H,ELIMINATION-2,R,1,0,1
310,Bachelorette,8,08_ARIE_L,ELIMINATION-2,,0,0,0
311,Bachelorette,8,08_SEAN_L,ELIMINATION-2,,0,0,0
312,Bachelorette,8,08_CHRIS_B,ELIMINATION-2,,0,0,0
313,Bachelorette,8,08_JOHN_W,ELIMINATION-2,,0,0,0
314,Bachelorette,8,08_DOUG_C,ELIMINATION-2,,0,0,0
315,Bachelorette,8,08_RYAN_B,ELIMINATION-2,R,0,0,1
316,Bachelorette,8,08_TRAVIS_P,ELIMINATION-2,,0,0,0
317,Bachelorette,8,08_ALEJANDRO_V,ELIMINATION-2,,0,0,0
318,Bachelorette,8,08_KALON_M,ELIMINATION-2,,0,0,0
319,Bachelorette,8,08_CHARLIE_G,ELIMINATION-2,,0,0,0
320,Bachelorette,8,08_MICHAEL_N,ELIMINATION-2,,0,0,0
321,Bachelorette,8,08_NATHAN_B,ELIMINATION-2,,0,0,0
322,Bachelorette,8,08_STEVIE_A,ELIMINATION-2,,0,0,0
323,Bachelorette,8,08_ALESSANDRO_G,ELIMINATION-2,,0,0,0
324,Bachelorette,8,08_TONY_P,ELIMINATION-2,,0,0,0
325,Bachelorette,8,08_AARON_M,ELIMINATION-2,E,0,0,0
326,Bachelorette,8,08_KYLE_D,ELIMINATION-2,E,0,0,0
327,Bachelorette,8,08_JOE_G,ELIMINATION-2,ED,0,0,0
328,Bachelorette,8,08_BRENT_R,ELIMINATION-2,,0,0,0
329,Bachelorette,8,08_DAVID_H,ELIMINATION-2,,0,0,0
330,Bachelorette,8,08_JACKSON_L,ELIMINATION-2,,0,0,0
331,Bachelorette,8,08_JEANPAUL_L,ELIMINATION-2,,0,0,0
332,Bachelorette,8,08_LERONE_A,ELIMINATION-2,,0,0,0
333,Bachelorette,8,08_RANDY_W,ELIMINATION-2,,0,0,0
334,Bachelorette,6,06_ROBERT_M,ELIMINATION-2,,1,0,0
335,Bachelorette,6,06_CHRIS_L,ELIMINATION-2,,0,0,0
336,Bachelorette,6,06_FRANK_N,ELIMINATION-2,R,0,0,1
337,Bachelorette,6,06_KIRK_D,ELIMINATION-2,,0,0,0
338,Bachelorette,6,06_TY_B,ELIMINATION-2,R,0,0,1
339,Bachelorette,6,06_CRAIG_R,ELIMINATION-2,,0,0,0
340,Bachelorette,6,06_JUSTIN_R,ELIMINATION-2,,0,0,0
341,Bachelorette,6,06_CHRIS_N,ELIMINATION-2,,0,0,0
342,Bachelorette,6,06_KASEY_K,ELIMINATION-2,,0,0,0
343,Bachelorette,6,06_JESSE_B,ELIMINATION-2,R,0,0,1
344,Bachelorette,6,06_JONATHAN_N,ELIMINATION-2,,0,0,0
345,Bachelorette,6,06_JOHN_C,ELIMINATION-2,,0,0,0
346,Bachelorette,6,06_STEVE_K,ELIMINATION-2,,0,0,0
347,Bachelorette,6,06_HUNTER_W,ELIMINATION-2,,0,0,0
348,Bachelorette,6,06_CHRIS_H,ELIMINATION-2,E,0,0,0
349,Bachelorette,6,06_CRAIG_M,ELIMINATION-2,E,0,0,0
350,Bachelorette,6,06_TYLER_V,ELIMINATION-2,E,0,0,0
351,Bachelorette,6,06_DEREK_X,ELIMINATION-2,,0,0,0
352,Bachelorette,6,06_DERRICK_S,ELIMINATION-2,,0,0,0
353,Bachelorette,6,06_JASON_W,ELIMINATION-2,,0,0,0
354,Bachelorette,6,06_JAY_R,ELIMINATION-2,,0,0,0
355,Bachelorette,6,06_JOHN_N,ELIMINATION-2,,0,0,0
356,Bachelorette,6,06_KYLE_H,ELIMINATION-2,,0,0,0
357,Bachelorette,6,06_PHIL_K,ELIMINATION-2,,0,0,0
358,Bachelorette,6,06_TYLER_M,ELIMINATION-2,,0,0,0
359,Bachelorette,5,05_ED_S,ELIMINATION-2,,1,0,0
360,Bachelorette,5,05_KIPTYN_L,ELIMINATION-2,,0,0,0
361,Bachelorette,5,05_REID_R,ELIMINATION-2,,0,0,0
362,Bachelorette,5,05_WES_H,ELIMINATION-2,R,0,0,1
363,Bachelorette,5,05_JESSE_K,ELIMINATION-2,,0,0,0
364,Bachelorette,5,05_MICHAEL_S,ELIMINATION-2,,0,0,0
365,Bachelorette,5,05_JAKE_P,ELIMINATION-2,R,0,0,1
366,Bachelorette,5,05_TANNER_P,ELIMINATION-2,,0,0,0
367,Bachelorette,5,05_ROBBY_D,ELIMINATION-2,,0,0,0
368,Bachelorette,5,05_MARK_H,ELIMINATION-2,,0,0,0
